row_order,industry_name,naics_code,industry_name_norm,series_id,supersector_code,industry_code,data_type_code,seasonal,series_title,footnote_codes,begin_year,begin_period,end_year,end_period,display_level,matched,industry_code_8,parent_series_id,parent_rule,denominator_opt1,denominator_opt1_name,denominator_opt2,denominator_opt2_name,denominator_opt3,denominator_opt3_name,denominator_opt4,denominator_opt4_name,denominator_opt5,denominator_opt5_name
452,Refrigerated warehousing and storage,49312,refrigerated warehousing and storage,CES4349312001,43,43493120,1,S,"All employees, thousands, refrigerated warehousing and storage, seasonally adjusted",I,1990,M01,2025,M12,6,True,43493120,CES4349300001,parent_3digit,CES4349300001,Warehousing and storage,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
453,"Other warehousing and storage, including farm product","49313,9",other warehousing and storage including farm product,CES4349319001,43,43493190,1,S,"All employees, thousands, other warehousing and storage, including farm product, seasonally adjusted",I,1990,M01,2025,M12,6,True,43493190,CES4349300001,parent_3digit,CES4349300001,Warehousing and storage,CES4300000001,Transportation and warehousing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
454,Utilities,22,utilities,CES4422000001,44,44220000,1,S,"All employees, thousands, utilities, seasonally adjusted",,1964,M01,2026,M01,3,True,44220000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES0700000001,Service-providing,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
455,"Electric power generation, transmission and distribution",2211,electric power generation transmission and distribution,CES4422110001,44,44221100,1,S,"All employees, thousands, electric power generation, transmission and distribution, seasonally adjusted",I,1990,M01,2025,M12,5,True,44221100,CES4422000001,parent_2digit,CES4422000001,Utilities,CES4422000001,Utilities,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
456,Electric power generation,22111,electric power generation,CES4422111001,44,44221110,1,S,"All employees, thousands, electric power generation, seasonally adjusted",I,1990,M01,2025,M12,6,True,44221110,CES4422110001,parent_4digit,CES4422000001,Utilities,CES4422000001,Utilities,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
457,Fossil fuel electric power generation,221112,fossil fuel electric power generation,CES4422111201,44,44221112,1,S,"All employees, thousands, fossil fuel electric power generation, seasonally adjusted",I,1990,M01,2025,M12,7,True,44221112,CES4422110001,parent_4digit,CES4422000001,Utilities,CES4422000001,Utilities,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
458,"Hydroelectric and nuclear, solar, wind, geothermal, biomass, and other electric power generation","221111,3-8",hydroelectric and nuclear solar wind geothermal biomass and other electric power generation,CES4422111801,44,44221118,1,S,"All employees, thousands, hydroelectric and nuclear, solar, wind, geothermal, biomass, and other electric power generation, seasonally adjusted",I,1990,M01,2025,M12,7,True,44221118,CES4422110001,parent_4digit,CES4422000001,Utilities,CES4422000001,Utilities,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
459,"Electric power transmission, control, and distribution",22112,electric power transmission control and distribution,CES4422112001,44,44221120,1,S,"All employees, thousands, electric power transmission, control, and distribution, seasonally adjusted",I,1990,M01,2025,M12,6,True,44221120,CES4422110001,parent_4digit,CES4422000001,Utilities,CES4422000001,Utilities,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
460,Electric bulk power transmission and control,221121,electric bulk power transmission and control,CES4422112101,44,44221121,1,S,"All employees, thousands, electric bulk power transmission and control, seasonally adjusted",I,1990,M01,2025,M12,7,True,44221121,CES4422110001,parent_4digit,CES4422000001,Utilities,CES4422000001,Utilities,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
461,Electric power distribution,221122,electric power distribution,CES4422112201,44,44221122,1,S,"All employees, thousands, electric power distribution, seasonally adjusted",I,1990,M01,2025,M12,7,True,44221122,CES4422110001,parent_4digit,CES4422000001,Utilities,CES4422000001,Utilities,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
462,Natural gas distribution,2212,natural gas distribution,CES4422120001,44,44221200,1,S,"All employees, thousands, natural gas distribution, seasonally adjusted",I,1990,M01,2025,M12,5,True,44221200,CES4422000001,parent_2digit,CES4422000001,Utilities,CES4422000001,Utilities,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
463,"Water, sewage, and other systems",2213,water sewage and other systems,CES4422130001,44,44221300,1,S,"All employees, thousands, water, sewage, and other systems, seasonally adjusted",I,1990,M01,2025,M12,5,True,44221300,CES4422000001,parent_2digit,CES4422000001,Utilities,CES4422000001,Utilities,CES4000000001,"Trade, transportation, and utilities",CES0700000001,Service-providing,CES0500000001,Total private
464,Information,51,information,CES5000000001,50,50000000,1,S,"All employees, thousands, information, seasonally adjusted",,1939,M01,2026,M01,2,True,50000000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES0700000001,Service-providing,CES0700000001,Service-providing,CES0700000001,Service-providing,CES0500000001,Total private
465,Motion picture and sound recording industries,512,motion picture and sound recording industries,CES5051200001,50,50512000,1,S,"All employees, thousands, motion picture and sound recording industries, seasonally adjusted",,1990,M01,2026,M01,4,True,50512000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES0700000001,Service-providing,CES5000000001,Information,CES0700000001,Service-providing,CES0500000001,Total private
466,Motion picture and video production,51211,motion picture and video production,CES5051211001,50,50512110,1,S,"All employees, thousands, motion picture and video production, seasonally adjusted",I,1990,M01,2025,M12,6,True,50512110,CES5051200001,parent_3digit,CES5051200001,Motion picture and sound recording industries,CES0700000001,Service-providing,CES5000000001,Information,CES0700000001,Service-providing,CES0500000001,Total private
467,Motion picture and video exhibition,51213,motion picture and video exhibition,CES5051213001,50,50512130,1,S,"All employees, thousands, motion picture and video exhibition, seasonally adjusted",I,1972,M01,2025,M12,6,True,50512130,CES5051200001,parent_3digit,CES5051200001,Motion picture and sound recording industries,CES0700000001,Service-providing,CES5000000001,Information,CES0700000001,Service-providing,CES0500000001,Total private
468,Publishing industries,513,publishing industries,CES5051300001,50,50513000,1,S,"All employees, thousands, publishing industries, seasonally adjusted",,1990,M01,2026,M01,4,True,50513000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES0700000001,Service-providing,CES5000000001,Information,CES0700000001,Service-providing,CES0500000001,Total private
469,"Newspaper, periodical, book, and directory publishers",5131,newspaper periodical book and directory publishers,CES5051310001,50,50513100,1,S,"All employees, thousands, newspaper, periodical, book, and directory publishers, seasonally adjusted",I,1990,M01,2025,M12,5,True,50513100,CES5051300001,parent_3digit,CES5051300001,Publishing industries,CES0700000001,Service-providing,CES5000000001,Information,CES0700000001,Service-providing,CES0500000001,Total private
470,Newspaper publishers,51311,newspaper publishers,CES5051311001,50,50513110,1,S,"All employees, thousands, newspaper publishers, seasonally adjusted",I,1990,M01,2025,M12,6,True,50513110,CES5051300001,parent_3digit,CES5051300001,Publishing industries,CES0700000001,Service-providing,CES5000000001,Information,CES0700000001,Service-providing,CES0500000001,Total private
471,Periodical publishers,51312,periodical publishers,CES5051312001,50,50513120,1,S,"All employees, thousands, periodical publishers, seasonally adjusted",I,1990,M01,2025,M12,6,True,50513120,CES5051300001,parent_3digit,CES5051300001,Publishing industries,CES0700000001,Service-providing,CES5000000001,Information,CES0700000001,Service-providing,CES0500000001,Total private
472,Book publishers,51313,book publishers,CES5051313001,50,50513130,1,S,"All employees, thousands, book publishers, seasonally adjusted",I,1990,M01,2025,M12,6,True,50513130,CES5051300001,parent_3digit,CES5051300001,Publishing industries,CES0700000001,Service-providing,CES5000000001,Information,CES0700000001,Service-providing,CES0500000001,Total private
473,"Directory, mailing list, and other publishers","51314,9",directory mailing list and other publishers,CES5051319001,50,50513190,1,S,"All employees, thousands, directory, mailing list, and other publishers, seasonally adjusted",I,1990,M01,2025,M12,6,True,50513190,CES5051300001,parent_3digit,CES5051300001,Publishing industries,CES0700000001,Service-providing,CES5000000001,Information,CES0700000001,Service-providing,CES0500000001,Total private
474,Software publishers,5132,software publishers,CES5051320001,50,50513200,1,S,"All employees, thousands, software publishers, seasonally adjusted",I,1990,M01,2025,M12,5,True,50513200,CES5051300001,parent_3digit,CES5051300001,Publishing industries,CES0700000001,Service-providing,CES5000000001,Information,CES0700000001,Service-providing,CES0500000001,Total private
475,Broadcasting and content providers,516,broadcasting and content providers,CES5051600001,50,50516000,1,S,"All employees, thousands, broadcasting and content providers, seasonally adjusted",,1990,M01,2026,M01,4,True,50516000,CES0500000001,top_level_to_total_private,CES0700000001,Service-providing,CES0700000001,Service-providing,CES5000000001,Information,CES0700000001,Service-providing,CES0500000001,Total private
476,Radio and television broadcasting stations,5161,radio and television broadcasting stations,CES5051610001,50,50516100,1,S,"All employees, thousands, radio and television broadcasting stations, seasonally adjusted",I,1990,M01,2025,M12,5,True,50516100,CES5051600001,parent_3digit,CES5051600001,Broadcasting and content providers,CES0700000001,Service-providing,CES5000000001,Information,CES0700000001,Service-providing,CES0500000001,Total private
477,Radio broadcasting stations,51611,radio broadcasting stations,CES5051611001,50,50516110,1,S,"All employees, thousands, radio broadcasting stations, seasonally adjusted",I,1982,M01,2025,M12,6,True,50516110,CES5051600001,parent_3digit,CES5051600001,Broadcasting and content providers,CES0700000001,Service-providing,CES5000000001,Information,CES0700000001,Service-providing,CES0500000001,Total private
478,Television broadcasting stations,51612,television broadcasting stations,CES5051612001,50,50516120,1,S,"All employees, thousands, television broadcasting stations, seasonally adjusted",I,1982,M01,2025,M12,6,True,50516120,CES5051600001,parent_3digit,CES5051600001,Broadcasting and content providers,CES0700000001,Service-providing,CES5000000001,Information,CES0700000001,Service-providing,CES0500000001,Total private
